"paper_id","doi","title","year","venue","scis_rank","f1_provisional","preprint_paper"
"doi:10.1145/3716640.3716657","10.1145/3716640.3716657","Analyzing LLM Usage in an Advanced Computing Class in India","2025","Ace 2025 Proceedings of the 27th Australasian Computing Education Conference Held in Conjunction with Australasian Computer Science Week","Not found","Evaluation Research","published"
"doi:10.1145/3716640.3716656","10.1145/3716640.3716656","Achievement Goals in CS1-LLM","2025","Ace 2025 Proceedings of the 27th Australasian Computing Education Conference Held in Conjunction with Australasian Computer Science Week","Not found","Evaluation Research","published"
"doi:10.3390/electronics14071463","10.3390/electronics14071463","Harnessing Large Language Models for Automated Software Testing: A Leap Towards Scalable Test Case Generation","2025","Electronics Switzerland","Not found","Evaluation Research","published"
"doi:10.29207/resti.v9i2.6012","10.29207/resti.v9i2.6012","Implementation of Generative Language Models in Cyber Exercise Secure Coding Using Prompt Engineering","2025","Jurnal Resti","Not found","Evaluation Research","published"
"doi:10.3390/s25072024","10.3390/s25072024","Towards AI-Powered Applications: The Development of a Personalised LLM for HRI and HCI","2025","Sensors","Not found","Evaluation Research","published"
"doi:10.51983/ijiss-2025.ijiss.15.2.46","10.51983/ijiss-2025.IJISS.15.2.46","Low-Code Development Enhancement Integrating Large Language Models for Intelligent Code Assistance in Oracle APEX","2025","Indian Journal of Information Sources and Services","Not found","Evaluation Research","published"
"doi:10.1145/3708557.3716341","10.1145/3708557.3716341","Leveraging Large Language Models for Usability Testing: a Preliminary Study","2025","International Conference on Intelligent User Interfaces Proceedings IUI","A","Evaluation Research","published"
"doi:10.1145/3708359.3712119","10.1145/3708359.3712119","A Framework for Efficient Development and Debugging of Role-Playing Agents with Large Language Models","2025","Proceedings of the 30th International Conference on Intelligent User Interfaces","Not found","Evaluation Research","published"
"doi:10.1145/3708359.3712085","10.1145/3708359.3712085","Gensors: Authoring Personalized Visual Sensors with Multimodal Foundation Models and Reasoning","2025","International Conference on Intelligent User Interfaces Proceedings IUI","A","Evaluation Research","published"
"doi:10.1145/3704137.3704182","10.1145/3704137.3704182","Metrics of Success: Evaluating User Satisfaction in AI Chatbots","2025","Icaai 2024 Conference Proceedings of the 2024 8th International Conference on Advances in Artificial Intelligence","Not found","Evaluation Research","published"
"doi:10.1177/15553434241303577","10.1177/15553434241303577","Mitigative Strategies for Recovering From Large Language Model Trust Violations","2025","Journal of Cognitive Engineering and Decision Making","Not found","Evaluation Research","published"
"doi:10.1007/s10664-024-10594-x","10.1007/s10664-024-10594-x","Explainable automated debugging via large language model-driven scientific debugging","2025","Empirical Software Engineering","A*","Evaluation Research","published"
"doi:10.9781/ijimai.2025.09.005","10.9781/ijimai.2025.09.005","Blending Language Models and Domain-Specific Languages in Computer Science Education. A Case Study on API RESTFul","2025","International Journal of Interactive Multimedia and Artificial Intelligence","Not found","Evaluation Research","published"
"doi:10.1145/3641554.3701841","10.1145/3641554.3701841","Enhancing Accessibility in Software Engineering Projects with Large Language Models (LLMs)","2025","SIGCSE TS 2025 Proceedings of the 56th ACM Technical Symposium on Computer Science Education","Not found","Evaluation Research","published"
"doi:10.1145/3641554.3701800","10.1145/3641554.3701800","Students’ Use of GitHub Copilot for Working with Large Code Bases","2025","SIGCSE TS 2025 Proceedings of the 56th ACM Technical Symposium on Computer Science Education","Not found","Evaluation Research","published"
"doi:10.1145/3641554.3701913","10.1145/3641554.3701913","Design and Evaluation of an AI-Assisted Grading Tool for Introductory Programming Assignments: An Experience Report","2025","SIGCSE TS 2025 Proceedings of the 56th ACM Technical Symposium on Computer Science Education","Not found","Evaluation Research","published"
"doi:10.1115/1.4067318","10.1115/1.4067318","Understanding the Impact of Applying Large Language Model in Engineering Design Education","2025","Journal of Computing and Information Science in Engineering","Not found","Evaluation Research","published"
"doi:10.3390/educsci15020156","10.3390/educsci15020156","Engineered Prompts in ChatGPT for Educational Assessment in Software Engineering and Computer Science","2025","Education Sciences","Not found","Evaluation Research","published"
"doi:10.1145/3697010","10.1145/3697010","An Empirical Study of the Non-Determinism of ChatGPT in Code Generation","2025","ACM Trans. Softw. Eng. Methodol.","A*","Evaluation Research","published"
"doi:10.24251/hicss.2025.883","10.24251/hicss.2025.883","Generative AI and Developer Workflows: How GitHub Copilot and ChatGPT Influence Solo and Pair Programming","2025","Proceedings of the Annual Hawaii International Conference on System Sciences","Not found","Evaluation Research","published"
"doi:10.1109/ase63991.2025.00031","10.1109/ASE63991.2025.00031","Do LLMs Generate Useful Test Oracles? An Empirical Study with an Unbiased Dataset","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.1109/exp.at2565440.2025.11347115","10.1109/exp.at2565440.2025.11347115","AI-Driven Tool Supporting Algorithmic Thinking in Programming Education","2025","Proceedings of the 2025 7th Experiment at International Conference Exp at 2025","Not found","Evaluation Research","published"
"doi:10.14778/3750601.3750610","10.14778/3750601.3750610","SiriusBI: A Comprehensive LLM-Powered Solution for Data Analytics in Business Intelligence","2025","Proceedings of the VLDB Endowment","A*","Evaluation Research","published"
"doi:10.1109/ase63991.2025.00046","10.1109/ASE63991.2025.00046","Comprehend, Imitate, and then Update: Unleashing the Power of LLMs in Test Suite Evolution","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.14453/aabfj.v19i1.06","10.14453/aabfj.v19i1.06","Integrating ChatGPT into Software Development: Valuating Acceptance and Utilisation Among Developers","2025","Australasian Accounting Business and Finance Journal","Not found","Evaluation Research","published"
"doi:10.1080/14703297.2025.2563022","10.1080/14703297.2025.2563022","Metacognitive strategy patterns in AI-assisted programming: Differences across programming resilience levels","2025","Innovations in Education and Teaching International","Not found","Validation Research","published"
"doi:10.1109/ase63991.2025.00022","10.1109/ASE63991.2025.00022","An Empirical Study of Knowledge Transfer in AI Pair Programming","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.1109/ase63991.2025.00315","10.1109/ASE63991.2025.00315","SGCR: A Specification-Grounded Framework for Trustworthy LLM Code Review","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.1109/icse-nier66352.2025.00021","10.1109/ICSE-NIER66352.2025.00021","Automatically Generating Content for Testing Autonomous Vehicles from User Descriptions","2025","Proceedings International Conference on Software Engineering","Not found","Evaluation Research","published"
"doi:10.1109/cdma61895.2025.00017","10.1109/CDMA61895.2025.00017","Evaluating LLMs for Arabic Code Summarization: Challenges and Insights from GPT-4","2025","Proceedings 2025 8th International Conference on Data Science and Machine Learning Applications Cdma 2025","Not found","Evaluation Research","published"
"doi:10.1016/j.compeleceng.2024.109882","10.1016/j.compeleceng.2024.109882","MarvelHideDroid: Reliable on-the-fly data anonymization based on Android virtualization","2025","Computers and Electrical Engineering","Not found","Evaluation Research","published"
"doi:10.1109/iaict65714.2025.11101520","10.1109/IAICT65714.2025.11101520","Disrupting Test Development with AI Assistants","2025","Proceedings of the 2025 IEEE International Conference on Industry 4 0 Artificial Intelligence and Communications Technology Iaict 2025","Not found","Evaluation Research","published"
"doi:10.7764/ric.00164.21","10.7764/RIC.00164.21","Chat as front end, structured data as output: A whatsappnative AI agent for the AEC industry","2025","Revista Ingenieria De Construccion","Not found","Evaluation Research","published"
"doi:10.5220/0013294700003929","10.5220/0013294700003929","The Impact of AI Tools on Software Development: A Case Study with GitHub Copilot and Other AI Assistants","2025","International Conference on Enterprise Information Systems Iceis Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/isec64801.2025.11147378","10.1109/ISEC64801.2025.11147378","STEM with Generative AI: Fundamentals of Data Warehousing","2025","2025 15th IEEE Integrated Stem Education Conference Isec 2025","Not found","Evaluation Research","published"
"doi:10.1115/detc2025-164061","10.1115/DETC2025-164061","AN EXPLAINABLE ARTIFICIAL INTELLIGENCE FRAMEWORK FOR LEVERAGING LARGE LANGUAGE MODELS IN EARLY-STAGE PRODUCT DESIGN","2025","Proceedings of the ASME Design Engineering Technical Conference","Not found","Evaluation Research","published"
"doi:10.1109/icse-seip66354.2025.00020","10.1109/ICSE-SEIP66354.2025.00020","Automating ML Model Development at Scale","2025","IEEE ACM International Conference on Software Engineering Software Engineering in Practice","Not found","Evaluation Research","published"
"doi:10.1109/ase63991.2025.00275","10.1109/ASE63991.2025.00275","Multi-Modal Requirements Data-based Acceptance Criteria Generation using LLMs","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.1109/icst62969.2025.10989020","10.1109/ICST62969.2025.10989020","Improving the Readability of Automatically Generated Tests Using Large Language Models","2025","2025 IEEE Conference on Software Testing Verification and Validation Icst 2025","Not found","Evaluation Research","published"
"doi:10.1109/vl-hcc65237.2025.00034","10.1109/VL-HCC65237.2025.00034","Exploring the Challenges and Opportunities of AI-assisted Codebase Generation","2025","Proceedings of IEEE Symposium on Visual Languages and Human Centric Computing Vl Hcc","Not found","Evaluation Research","published"
"doi:10.5220/0013379200003890","10.5220/0013379200003890","A Study on Vulnerability Explanation Using Large Language Models","2025","International Conference on Agents and Artificial Intelligence","Not found","Evaluation Research","published"
"doi:10.1002/spe.3360","10.1002/spe.3360","Large language model ChatGPT versus small deep learning models for self-admitted technical debt detection: Why not together?","2025","Software Practice and Experience","B","Evaluation Research","published"
"doi:10.1109/re63999.2025.00043","10.1109/RE63999.2025.00043","LLM-Assisted Requirements Engineering in Agile MDD: Industry Insights and Validation","2025","Proceedings of the IEEE International Conference on Requirements Engineering","Not found","Evaluation Research","published"
"doi:10.1109/bibm66473.2025.11356150","10.1109/BIBM66473.2025.11356150","Evaluating the Effectiveness of Large Language Models in Solving Simple Programming Tasks: A User-Centered Study","2025","Proceedings 2025 IEEE International Conference on Bioinformatics and Biomedicine Bibm 2025","Not found","Evaluation Research","published"
"doi:10.1109/ase63991.2025.00009","10.1109/ASE63991.2025.00009","AlertGuardian: Intelligent Alert Life-Cycle Management for Large-scale Cloud Systems","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.1109/iros60139.2025.11247291","10.1109/IROS60139.2025.11247291","Industry 6.0: New Generation of Industry driven by Generative AI and Swarm of Heterogeneous Robots","2025","IEEE International Conference on Intelligent Robots and Systems","Not found","Evaluation Research","published"
"doi:10.1109/icsme64153.2025.00068","10.1109/ICSME64153.2025.00068","AI Mentor System: Building a Technical Debt Dashboard for Low Code","2025","Proceedings 2025 IEEE International Conference on Software Maintenance and Evolution Icsme 2025","Not found","Evaluation Research","published"
"doi:10.1109/icodse68111.2025.11351607","10.1109/ICoDSE68111.2025.11351607","Generative AI for Software Project Management: Towards Adaptive, Personalized, and Project-Centered Learning","2025","Proceedings of 2025 IEEE International Conference on Data and Software Engineering Icodse 2025","Not found","Evaluation Research","published"
"doi:10.1109/weef-gedc66748.2025.11256481","10.1109/WEEF-GEDC66748.2025.11256481","Tool or Toy? Student Views on ChatGPT in Culturally Responsive Computing Education: A Preliminary Study","2025","Weef Gedc 2025 World Engineering Education Forum Global Engineering Deans Council Annual Conference in Conjunction with the Ksee Annual Conference 2025 Engineering Education We Need Conference Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/icpc66645.2025.00066","10.1109/ICPC66645.2025.00066","Towards Enhancing IR-Based Bug Localization Leveraging Texts and Multimedia from Bug Reports","2025","IEEE International Conference on Program Comprehension","A","Evaluation Research","published"
"doi:10.1109/gaclm67198.2025.11232354","10.1109/GACLM67198.2025.11232354","Exploratory Study on Private GPTs for LLM-Driven Test Generation in Software and Machine Learning Development","2025","2025 2nd International Generative AI and Computational Language Modelling Conference Gaclm 2025","Not found","Evaluation Research","published"
"doi:10.1109/forge66646.2025.00035","10.1109/Forge66646.2025.00035","Evaluating the Ability of GPT-4o to Generate Verifiable Specifications in VeriFast","2025","Proceedings 2025 IEEE ACM 2nd International Conference on AI Foundation Models and Software Engineering Forge 2025","Not found","Evaluation Research","published"
"doi:10.1117/12.3049666","10.1117/12.3049666","Programming quantum computers with large language models","2025","Proceedings of SPIE the International Society for Optical Engineering","Not found","Evaluation Research","published"
"doi:10.1109/asew67777.2025.00011","10.1109/ASEW67777.2025.00011","Uncovering Code Insights: Leveraging GitHub Artifacts for Deeper Code Understanding","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Workshops Asew 2025","Not found","Evaluation Research","published"
"doi:10.1109/fie63693.2025.11328650","10.1109/FIE63693.2025.11328650","Teaching Code Refactoring using LLMs","2025","Proceedings Frontiers in Education Conference Fie","Not found","Evaluation Research","published"
"doi:10.1109/asew67777.2025.00049","10.1109/ASEW67777.2025.00049","Optimizing LLM Code Suggestions: Feedback-Driven Timing with Lightweight State Bounds","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Workshops Asew 2025","Not found","Evaluation Research","published"
"doi:10.1109/ase63991.2025.00312","10.1109/ASE63991.2025.00312","What Types of Code Review Comments Do Developers Most Frequently Resolve?","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.1109/ase63991.2025.00250","10.1109/ASE63991.2025.00250","Clarifying Semantics of In-Context Examples for Unit Test Generation","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.1109/vl-hcc65237.2025.00045","10.1109/VL-HCC65237.2025.00045","Co-Advisor: Learning Programming Strategies in Context","2025","Proceedings of IEEE Symposium on Visual Languages and Human Centric Computing Vl Hcc","Not found","Evaluation Research","published"
"doi:10.1109/saner64311.2025.00070","10.1109/SANER64311.2025.00070","Exploring the Potential of Llama Models in Automated Code Refinement: A Replication Study","2025","Proceedings 2025 IEEE International Conference on Software Analysis Evolution and Reengineering Saner 2025","Not found","Evaluation Research","published"
"doi:10.1109/iwcmc65282.2025.11059508","10.1109/IWCMC65282.2025.11059508","ChatGPT for Coding: User Insights and Challenges in Program Generation","2025","21st International Wireless Communications and Mobile Computing Conference Iwcmc 2025","Not found","Evaluation Research","published"
"doi:10.1109/iemcon67450.2025.11381148","10.1109/IEMCON67450.2025.11381148","ArchCrafter: Leveraging LLMs to Scan and Interpretable Software Architecture Flaws","2025","2025 IEEE 16th Annual Information Technology Electronics and Mobile Communication Conference Iemcon 2025","Not found","Evaluation Research","published"
"doi:10.1109/vl-hcc65237.2025.00013","10.1109/VL-HCC65237.2025.00013","DevTales: A Tool for Providing Narrative Code Histories into Developer Workflows","2025","Proceedings of IEEE Symposium on Visual Languages and Human Centric Computing Vl Hcc","Not found","Evaluation Research","published"
"doi:10.1109/saner64311.2025.00024","10.1109/SANER64311.2025.00024","LLM-Based Generation of Solidity Smart Contracts from System Requirements in Natural Language: The AstraKode Case","2025","Proceedings 2025 IEEE International Conference on Software Analysis Evolution and Reengineering Saner 2025","Not found","Evaluation Research","published"
"doi:10.1109/icse-seip66354.2025.00043","10.1109/ICSE-SEIP66354.2025.00043","Automated Code Review In Practice","2025","IEEE ACM International Conference on Software Engineering Software Engineering in Practice","Not found","Evaluation Research","published"
"doi:10.1109/icdel65868.2025.11193454","10.1109/ICDEL65868.2025.11193454","A Comparative Study on the Effectiveness of Generative AI Tools and Pair Programming in College Students' Programming Learning","2025","2025 10th International Conference on Distance Education and Learning Icdel 2025","Not found","Evaluation Research","published"
"doi:10.1109/ciacon65473.2025.11189627","10.1109/CIACON65473.2025.11189627","AdaptLearn AI: A Generative AI Framework for Bidirectional Personalization in Education","2025","International Conference on Computing Intelligence and Application Ciacon 2025","Not found","Evaluation Research","published"
"doi:10.1109/fmec65595.2025.11119365","10.1109/FMEC65595.2025.11119365","AI-Driven Continuous Integration: Automating Code Review and Deployment with LLMs","2025","2025 10th International Conference on Fog and Mobile Edge Computing Fmec 2025","Not found","Evaluation Research","published"
"doi:10.1109/ase63991.2025.00223","10.1109/ASE63991.2025.00223","PALM: Synergizing Program Analysis and LLMs to Enhance Rust Unit Test Coverage","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.1109/icst62969.2025.10988984","10.1109/ICST62969.2025.10988984","LLM-Based Labelling of Recorded Automated GUI-Based Test Cases","2025","2025 IEEE Conference on Software Testing Verification and Validation Icst 2025","Not found","Evaluation Research","published"
"doi:10.1109/cseet66350.2025.00031","10.1109/CSEET66350.2025.00031","Automatic Unit Test Generation for Programming Assignments Using Large Language Models","2025","Software Engineering Education Conference Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/cascon66301.2025.00068","10.1109/CASCON66301.2025.00068","ChatGPT for Code Refactoring: Analyzing Topics, Interaction, and Effective Prompts","2025","Proceedings 2025 IEEE International Conference on Collaborative Advances in Software and Computing Cascon 2025","Not found","Evaluation Research","published"
"doi:10.1109/tse.2025.3621462","10.1109/TSE.2025.3621462","Hydra-Reviewer: A Holistic Multi-Agent System for Automatic Code Review Comment Generation","2025","IEEE Transactions on Software Engineering","A*","Evaluation Research","published"
"doi:10.1109/icarc64760.2025.10963005","10.1109/ICARC64760.2025.10963005","Analyzing the impact of prompt engineering on efficiency, code quality, and security in CRUD application development","2025","2025 5th International Conference on Advanced Research in Computing Converging Horizons Uniting Disciplines in Computing Research Through AI Innovation Icarc 2025 Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/iceeie66203.2025.11251974","10.1109/ICEEIE66203.2025.11251974","Assessing User Experience of RAG: A Comparative Analysis Using System Usability Scale For Answering Inferential Question","2025","2025 9th International Conference on Electrical Electronics and Information Engineering Iceeie 2025","Not found","Evaluation Research","published"
"doi:10.1109/icst62969.2025.10988981","10.1109/ICST62969.2025.10988981","Leveraging Large Language Models for Explicit Wait Management in End-to-End Web Testing","2025","2025 IEEE Conference on Software Testing Verification and Validation Icst 2025","Not found","Evaluation Research","published"
"doi:10.1016/j.jss.2024.112204","10.1016/j.jss.2024.112204","Exploring the problems, their causes and solutions of AI pair programming: A study on GitHub and Stack Overflow","2025","Journal of Systems and Software","A","Evaluation Research","published"
"doi:10.1109/fie63693.2025.11328137","10.1109/FIE63693.2025.11328137","The Impact of AI Tools on the Student Programming Experience: Interactions, Attitudes & Perceptions","2025","Proceedings Frontiers in Education Conference Fie","Not found","Evaluation Research","published"
"doi:10.2196/63538","10.2196/63538","Development and Evaluation of a Mental Health Chatbot Using ChatGPT 4.0: Mixed Methods User Experience Study With Korean Users","2025","Jmir Medical Informatics","Not found","Evaluation Research","published"
"doi:10.1109/access.2025.3581139","10.1109/ACCESS.2025.3581139","A GPT-Based Code Review System With Accurate Feedback for Programming Education","2025","IEEE Access","A","Evaluation Research","published"
"doi:10.1109/icse55347.2025.00060","10.1109/ICSE55347.2025.00060","Deep Learning-based Code Reviews: A Paradigm Shift or a Double-Edged Sword?","2025","Proceedings International Conference on Software Engineering","Not found","Evaluation Research","published"
"doi:10.1109/icodse68111.2025.11351822","10.1109/ICoDSE68111.2025.11351822","An Empirical Study of Generative AI for CRUD Code: A PHP Case with Tutorial Based Novice Baselines","2025","Proceedings of 2025 IEEE International Conference on Data and Software Engineering Icodse 2025","Not found","Evaluation Research","published"
"doi:10.1109/isec64801.2025.11147402","10.1109/ISEC64801.2025.11147402","Evaluating the Advantage of an AI-Native IDE Cursor on Programmer Performance","2025","2025 15th IEEE Integrated Stem Education Conference Isec 2025","Not found","Evaluation Research","published"
"doi:10.1109/tai.2023.3318183","10.1109/TAI.2023.3318183","Ethical Aspects of ChatGPT in Software Engineering Research","2025","IEEE Transactions on Artificial Intelligence","Not found","Evaluation Research","published"
"doi:10.1109/mnet.2024.3507801","10.1109/MNET.2024.3507801","KlonetAI: Automating (Com)2Nets Management With Human Language Intents","2025","IEEE Network","Not found","Evaluation Research","published"
"doi:10.1109/smc58881.2025.11343435","10.1109/SMC58881.2025.11343435","Explaining Autonomous Navigation to Human-in-the-Loop Operator in Multi-Task Rotorcraft Search & Rescue Operations","2025","Conference Proceedings IEEE International Conference on Systems Man and Cybernetics","Not found","Evaluation Research","published"
"doi:10.1109/icodse68111.2025.11351772","10.1109/ICoDSE68111.2025.11351772","Reverse-Engineering and Automating BDD for Modern Software Development with LLMs","2025","Proceedings of 2025 IEEE International Conference on Data and Software Engineering Icodse 2025","Not found","Evaluation Research","published"
"doi:10.1109/esem64174.2025.00045","10.1109/ESEM64174.2025.00045","'Is It Responsible?'Emerging Results on Comparing Guardrails for Harm Mitigation in LLM-Enhanced Software Applications","2025","International Symposium on Empirical Software Engineering and Measurement","A","Evaluation Research","published"
"doi:10.1109/mipro65660.2025.11131852","10.1109/MIPRO65660.2025.11131852","An Insight into the Impact of Generative Artificial Intelligence Tools on Software Development Practices","2025","2025 Mipro 48th ICT and Electronics Convention Mipro 2025 Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/mobilesoft66462.2025.00010","10.1109/MOBILESoft66462.2025.00010","Breaking Barriers in Mobile Accessibility: A Study of LLM-Generated Native Android Interfaces","2025","Proceedings 2025 IEEE ACM 12th International Conference on Mobile Software Engineering and Systems Mobilesoft 2025","Not found","Evaluation Research","published"
"doi:10.1109/fie63693.2025.11328211","10.1109/FIE63693.2025.11328211","WIP: Tutoring System Using a Large Language Model","2025","Proceedings Frontiers in Education Conference Fie","Not found","Evaluation Research","published"
"doi:10.48009/1_iis_134","10.48009/1_iis_134","Quantifying shortfalls in students' AI-supported programming practices","2025","Issues in Information Systems","Not found","Evaluation Research","published"
"doi:10.1109/icngcs64900.2025.11182949","10.1109/ICNGCS64900.2025.11182949","Design and Evaluation of a Retrieval-Augmented Conversational Framework for Employee Benefits Automation","2025","2025 International Conference on Next Generation Computing Systems Intelligent System for Sustainable Development Icngcs 2025 Conference Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/qrs-c65679.2025.00063","10.1109/QRS-C65679.2025.00063","Empirical Evaluation of LLMs for Automated Program Fault Localisation","2025","Proceedings 2025 25th International Conference on Software Quality Reliability and Security Companion Qrs C 2025","Not found","Evaluation Research","published"
"doi:10.1109/icse-seip66354.2025.00031","10.1109/ICSE-SEIP66354.2025.00031","NICE: Non-Functional Requirements Identification, Classification, and Explanation Using Small Language Models","2025","IEEE ACM International Conference on Software Engineering Software Engineering in Practice","Not found","Evaluation Research","published"
"doi:10.1109/icsme64153.2025.00083","10.1109/ICSME64153.2025.00083","Prompting Matters: Assessing the Effect of Prompting Techniques on LLM-Generated Class Code","2025","Proceedings 2025 IEEE International Conference on Software Maintenance and Evolution Icsme 2025","Not found","Evaluation Research","published"
"doi:10.1109/icse-seip66354.2025.00042","10.1109/ICSE-SEIP66354.2025.00042","ASTER: Natural and Multi-language Unit Test Generation with LLMs","2025","IEEE ACM International Conference on Software Engineering Software Engineering in Practice","Not found","Evaluation Research","published"
"doi:10.1109/ast66626.2025.00007","10.1109/AST66626.2025.00007","Acceptance Test Generation with Large Language Models: An Industrial Case Study","2025","Proceedings 2025 IEEE ACM International Conference on Automation of Software Test Ast 2025","Not found","Evaluation Research","published"
"doi:10.5220/0013206000003932","10.5220/0013206000003932","Use of Search Tools in Software Development: A Study of Microservice-Based Team Projects","2025","International Conference on Computer Supported Education Csedu Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/chase66643.2025.00016","10.1109/CHASE66643.2025.00016","Human and Machine: How Software Engineers Perceive and Engage with AI-Assisted Code Reviews Compared to Their Peers","2025","Proceedings 2025 IEEE ACM 18th International Conference on Cooperative and Human Aspects of Software Engineering Chase 2025","Not found","Evaluation Research","published"
"doi:10.2196/76489","10.2196/76489","A Hybrid Rule- and Large Language Model-Based Embodied Voice Assistant (GRACE) for Cognitive Stimulation in Older Adults: Usability Study Assessing Technical Feasibility, Technology Acceptance, and Working Alliance","2025","Jmir Aging","Not found","Evaluation Research","published"
"doi:10.1109/colcom66267.2025.11185780","10.1109/COLCOM66267.2025.11185780","AI Programmer Cooperation in Health Software Development","2025","2025 IEEE Colombian Conference on Communications and Computing Colcom 2025 Conference Proceedings","Not found","Evaluation Research","published"
"doi:10.24251/hicss.2025.896","10.24251/hicss.2025.896","Overcoming Multi-Legacy Application Challenges through Building Dynamic Capabilities for Low-Code Adoption","2025","Proceedings of the Annual Hawaii International Conference on System Sciences","Not found","Evaluation Research","published"
"doi:10.1109/cste64638.2025.11092128","10.1109/CSTE64638.2025.11092128","Exploration and Practice of Code Commenting Based on Prompt Engineering","2025","2025 7th International Conference on Computer Science and Technologies in Education Cste 2025","Not found","Evaluation Research","published"
"doi:10.24963/ijcai.2025/1217","10.24963/ijcai.2025/1217","How to Teach Programming in the AI Era? Using LLMs as a Teachable Agent for Debugging","2025","Ijcai International Joint Conference on Artificial Intelligence","Not found","Evaluation Research","published"
"doi:10.1049/icp.2025.3640","10.1049/icp.2025.3640","DOCUMENTING SME PROCESSES WITH CONVERSATIONAL AI: FROM TACIT KNOWLEDGE TO BPMN","2025","Iet Conference Proceedings","Not found","Evaluation Research","published"
"doi:10.5281/zenodo.17631596","10.5281/zenodo.17631596","EXPLORING THE USE OF CHATGPT BY COMPUTER SCIENCE STUDENTS IN SOFTWARE DEVELOPMENT: APPLICATIONS, ETHICAL CONSIDERATIONS, AND INSIGHTS FOR ENGINEERING EDUCATION","2025","Sefi 2025 53rd Annual Conference of the European Society for Engineering Education Engineering and Society Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/tse.2025.3543187","10.1109/TSE.2025.3543187","SoapFL: A Standard Operating Procedure for LLM-Based Method-Level Fault Localization","2025","IEEE Transactions on Software Engineering","A*","Evaluation Research","published"
"doi:10.1109/asiancon66527.2025.11281047","10.1109/ASIANCON66527.2025.11281047","Extending Microsoft Power Platform with Responsible AI: A Model for Trustworthy Automation","2025","2025 5th Asian Conference on Innovation in Technology Asiancon 2025","Not found","Evaluation Research","published"
"doi:10.1109/ase63991.2025.00182","10.1109/ASE63991.2025.00182","Generating Failure-Based Oracles to Support Testing of Reported Bugs in Android Apps","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Evaluation Research","published"
"doi:10.1109/qrs65678.2025.00019","10.1109/QRS65678.2025.00019","AUG: an Interactive Tool for Clarifying and Generating UML Models Based on Large Language Models","2025","IEEE International Conference on Software Quality Reliability and Security Qrs","Not found","Evaluation Research","published"
"doi:10.1109/icst62969.2025.10989038","10.1109/ICST62969.2025.10989038","Evaluation of the Choice of LLM in a Multi-Agent Solution for GUI-Test Generation","2025","2025 IEEE Conference on Software Testing Verification and Validation Icst 2025","Not found","Evaluation Research","published"
"doi:10.1109/esem64174.2025.00054","10.1109/ESEM64174.2025.00054","Interrogative Comments Posed by Review Comment Generators: An Empirical Study of Gerrit","2025","International Symposium on Empirical Software Engineering and Measurement","A","Evaluation Research","published"
"doi:10.1109/vl-hcc65237.2025.00017","10.1109/VL-HCC65237.2025.00017","Exploring Direct Instruction and Summary-Mediated Prompting in LLM-Assisted Code Modification","2025","Proceedings of IEEE Symposium on Visual Languages and Human Centric Computing Vl Hcc","Not found","Evaluation Research","published"
"doi:10.1109/llm4code66737.2025.00019","10.1109/LLM4Code66737.2025.00019","Analysis of Student-LLM Interaction in a Software Engineering Project","2025","Proceedings 2025 IEEE ACM International Workshop on Large Language Models for Code Llm4code 2025","Not found","Evaluation Research","published"
"doi:10.1109/ismar-adjunct68609.2025.00132","10.1109/ISMAR-Adjunct68609.2025.00132","ExciteVR: Effective Cybersickness Mitigation in Virtual Reality using Explainable Artificial Intelligence and Large Language Models","2025","Proceedings 2025 IEEE International Symposium on Mixed and Augmented Reality Adjunct Ismar Adjunct 2025","Not found","Evaluation Research","published"
